epoch,acc,loss,val_acc,val_loss
0,0.234484768057,2.01565760666,0.174143215384,1.95614549695
1,0.360743306668,1.69933203154,0.208971858465,2.15003096881
2,0.449383275606,1.4663676864,0.465171356957,1.40578390709
3,0.496681666619,1.34248477378,0.516717748677,1.28457545723
4,0.527922561432,1.26180204572,0.466843131792,1.45077975094
5,0.545275017006,1.20786731853,0.537754249094,1.21374967943
6,0.56855191172,1.15485335404,0.538868765706,1.24533112626
7,0.582310854981,1.11594388115,0.573000835854,1.12421784643
8,0.594386351103,1.08252533582,0.574393981594,1.12633174344
9,0.609925863613,1.04669977587,0.566035107256,1.17531179591
10,0.618569717346,1.01818963426,0.584424630833,1.11223738919
11,0.629415002079,0.988929825352,0.583031485093,1.12426783297
12,0.63899770147,0.968444007775,0.608943995542,1.04812960412
13,0.651461685409,0.931928778807,0.584703259928,1.15119408091
14,0.656900514739,0.918999443349,0.598077458869,1.14200183204
15,0.66525300271,0.894245513752,0.587489551424,1.14720467293
16,0.674770954067,0.873414925756,0.601699637749,1.09375673866
17,0.678785328072,0.849240528109,0.605321816679,1.08257034619
18,0.690601832373,0.834152297493,0.605879074968,1.10985164451
19,0.693288873067,0.820774700282,0.610058512137,1.04033427688
20,0.701576613005,0.796867989572,0.622457509072,1.03889280644
21,0.706853572431,0.776777343241,0.627472833675,1.04939656138
22,0.715465052303,0.758528774294,0.623711340223,1.054491831
23,0.718896694578,0.750940165415,0.623154081934,1.06501942013
24,0.726569328876,0.73497719046,0.62496517139,1.07080433796
25,0.734695198961,0.714573516766,0.632070214511,1.03327558767
26,0.741655605548,0.702017163417,0.629701866815,1.05045556413
27,0.750331833348,0.677528262808,0.622596823644,1.0774302104
28,0.75175628867,0.66479472663,0.625661744252,1.09204073132
29,0.755317426877,0.658332431387,0.628587350253,1.072561517
30,0.763669914831,0.635355426562,0.632766787423,1.06752299717
31,0.772119524777,0.622400729087,0.636806910003,1.09013501021
32,0.770468451527,0.618893700964,0.619949846771,1.23340919683
33,0.774418077642,0.605972647343,0.634717191385,1.09148080126
34,0.775389297184,0.59440594934,0.629423237637,1.13913771993
35,0.782025963897,0.581401878476,0.63847868487,1.09521422368
36,0.788824500658,0.569272348944,0.649623850671,1.0700841849
37,0.790410825822,0.558693363633,0.648927277793,1.10808868142
38,0.7971122406,0.54186763477,0.642240178339,1.11556467612
39,0.798795687795,0.531145262214,0.651156310967,1.13521187121
40,0.805238110677,0.527878621622,0.647394817515,1.14197561192
41,0.804169769135,0.522162025287,0.64711618837,1.12799913859
42,0.80964097248,0.512183748728,0.643911953224,1.16069987231
43,0.818802810058,0.488163825215,0.646419615475,1.16663094168
44,0.817475476682,0.495733751301,0.635553078869,1.17022208285
45,0.823108549935,0.48047655613,0.644051267796,1.16713117748
46,0.823464663823,0.473237465306,0.640707718044,1.22433026201
47,0.825957460563,0.465396772165,0.643772638601,1.16706380737
48,0.830198452489,0.457712547029,0.634577876879,1.1692009247
49,0.831979021637,0.450722109559,0.636946224592,1.25143322069
50,0.833889086743,0.445434707071,0.653106714979,1.1845591145
51,0.840234387607,0.429258637258,0.635274449691,1.29069942374
52,0.839522159988,0.434770239521,0.643633324079,1.24107834598
53,0.840719997406,0.426110722471,0.639871830577,1.31143781598
54,0.845122859249,0.415102340583,0.64349400949,1.23207456217
55,0.84874874547,0.411903469897,0.644469211496,1.25465811885
56,0.850723558544,0.406107071609,0.653524658713,1.22259384025
57,0.853928582987,0.393078214301,0.647255502909,1.25559048631
58,0.859237916437,0.384235864408,0.650877681822,1.302710943
59,0.857522095254,0.384532220742,0.652967400407,1.27386524695
60,0.857165981427,0.389981046572,0.64530509893,1.25201413725
61,0.860953737542,0.377844475752,0.655057118958,1.26994971815
62,0.860888989635,0.375010258292,0.653385344074,1.25850471196
63,0.864547249826,0.367587760163,0.658400668693,1.2841676646
64,0.870115575103,0.356597404892,0.651852883795,1.32633545987
65,0.87060118488,0.354127282799,0.659515185255,1.27910110829
66,0.869403347435,0.35820819593,0.638896628604,1.36092943979
67,0.869629965325,0.354817136979,0.652688771229,1.29510675934
68,0.875457282537,0.339776139847,0.655196433564,1.35560721724
69,0.877270225643,0.337122885655,0.652828085801,1.32766622582
70,0.876881737797,0.336059075198,0.658400668743,1.29695283038
71,0.878306193126,0.326185642891,0.652967400423,1.30307384904
72,0.879115542715,0.333474257549,0.644190582318,1.40992659834
73,0.882806176935,0.320662114559,0.640707718061,1.35714721399
74,0.882514811111,0.319045715741,0.661883533051,1.29974031488
75,0.883356534667,0.317919415872,0.648230704948,1.40268272505
76,0.883809770482,0.314574045601,0.650738367217,1.33321104986
77,0.883971640351,0.314514366277,0.657564781309,1.3236351449
78,0.889701835601,0.306793685883,0.658261354121,1.31588213674
79,0.890155071381,0.301856965686,0.646419615459,1.45751261548
80,0.886723429018,0.304028979991,0.654221231574,1.37021086504
81,0.894428437304,0.288504896837,0.656450264731,1.39732512344
82,0.889280973836,0.29742653282,0.655893006425,1.41369089872
83,0.892194632359,0.294008031275,0.647812761231,1.44995974275
84,0.894234193381,0.29213161208,0.656032321014,1.36854591048
85,0.894104697461,0.291522116233,0.657564781293,1.35948175075
86,0.895529152786,0.284751391072,0.65254945669,1.42956220703
87,0.899122665023,0.279595449588,0.652410142068,1.41477940622
88,0.895043543018,0.286614141008,0.650877681839,1.45238798015
89,0.899414030885,0.279054996984,0.658957926966,1.42778146465
90,0.903946388647,0.269144908385,0.654499860719,1.43771056821
91,0.899996762598,0.273984371863,0.64976316521,1.47688651063
92,0.901000356096,0.274202879758,0.65798272501,1.46573109184
93,0.902780925258,0.267365731203,0.659097241605,1.42270950827
94,0.900903234188,0.268153663826,0.665505711897,1.42131134922
95,0.904173006599,0.263598650559,0.662162162179,1.42263551378
96,0.908057884649,0.254577699586,0.654499860702,1.47462182259
97,0.904820486223,0.26153676149,0.653803287841,1.47160766818
98,0.906989543186,0.250953871271,0.656589579253,1.48843908184
99,0.905662209831,0.257162903611,0.65338534414,1.44722303307
100,0.908187380617,0.254657757291,0.645723042614,1.50240758698
101,0.910194567642,0.249191899239,0.654917804419,1.50807707876
102,0.910744925343,0.245190067262,0.659375870699,1.49516971402
103,0.910971543233,0.244921702073,0.65519643353,1.55934230379
104,0.911716144885,0.24466695588,0.653524658713,1.47280323848
105,0.910097445706,0.245653520213,0.654778489863,1.49889030952
106,0.910906795299,0.244182192116,0.662998049579,1.46370291281
107,0.91715497429,0.229014617415,0.662162162146,1.48906355817
108,0.916119006731,0.235954785101,0.655475062658,1.55976751541
109,0.913723331896,0.239555021347,0.658957927032,1.47430511996
110,0.915503901048,0.235879990501,0.657704095882,1.47663317741
111,0.917316844167,0.22748713524,0.654360546097,1.48449530142
112,0.918223315726,0.229796552272,0.654081917002,1.52977273796
113,0.91556864903,0.23166816315,0.654081916952,1.5068450835
114,0.915633396985,0.229820452055,0.651992198384,1.56939096559
115,0.918385185696,0.224439844975,0.666480913887,1.51265836828
116,0.921234096276,0.218785763058,0.66244079129,1.54850703579
117,0.918967917347,0.225913713159,0.659515185305,1.55465953134
118,0.919550649064,0.222935766696,0.652131512989,1.54534336952
119,0.921136974354,0.219356469033,0.657286152148,1.52149376291
120,0.921913949929,0.215739994534,0.649763165244,1.54415342827
121,0.919874388906,0.220257025748,0.657704095832,1.55953054858
122,0.921719706054,0.215469270762,0.655475062675,1.56388005871
123,0.921978697897,0.214225344858,0.656868208448,1.46380797607
124,0.922820421505,0.209531500965,0.651434940078,1.50127090322
125,0.924892356485,0.209238905545,0.649484536116,1.58280962674
126,0.923370779224,0.213111823664,0.655057118958,1.53707888371
127,0.925701706136,0.205093560537,0.653942602413,1.55438628292
128,0.924147754874,0.210747914449,0.665923655598,1.5262503058
129,0.923824015035,0.211212248119,0.662022847606,1.57145708027
130,0.924180128862,0.209718479008,0.648230704965,1.63040412044
131,0.927029039477,0.203870620336,0.662580105862,1.58920507735
132,0.927644145178,0.201496978166,0.65756478126,1.60948422623
