epoch,acc,loss,val_acc,val_loss
133,0.926511055729,0.205896267308,0.656728893876,1.59688254398
134,0.926511055729,0.20251876702,0.654081916952,1.5740206971
135,0.928712486642,0.199128554088,0.663973251619,1.59371113046
136,0.925539836153,0.201692734677,0.659793814416,1.602070989
137,0.927061413413,0.198127467979,0.654360546097,1.52654653911
138,0.927903137022,0.201872515683,0.656450264731,1.54041271977
139,0.925993071998,0.209178445452,0.658818612427,1.58311626354
140,0.931755641163,0.191832419921,0.65923655616,1.56868345884
141,0.930298811871,0.196536212985,0.651156310983,1.60497691904
142,0.931011039542,0.189775719073,0.657704095882,1.59606260867
143,0.934572177811,0.187795497071,0.654639175241,1.65891094745
144,0.931367153369,0.189584265489,0.66244079134,1.62941422626
145,0.93204700699,0.192245362754,0.663833937013,1.63513715605
146,0.933341966378,0.185505405359,0.658957927032,1.63887868076
147,0.934831169699,0.182977590793,0.653106714979,1.64129046922
148,0.931399527353,0.189629251792,0.656310950109,1.58776521513
149,0.931431901307,0.191021898764,0.655057119008,1.61636518794
